rank	target_id	source_id	source_revision	source_lines	form	normalized	part_of_speech	flags	morphology	token_count	document_count	zipf	audit_flags	decision_status
620	03f964acee9e205fb7122e58ff063545f01dc3ba6c126e65bbb9b6a36e75d075	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17105	feydexwaz	feydexwaz	noun_fem	F	po:noun_fem					pending
621	03fc2274054df3a8927e296eb72f30d61003fadcf326d9e1135f882288cd5595	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6321	bihemletî	bihemletî	noun_fem	F	po:noun_fem					pending
622	03fc32db8c67d3979b85564afe6d5fa31802a22a9a0557b81789c3a966fc8b44	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40358	zarezar	zarezar	noun_fem	F	po:noun_fem					pending
623	03fc7fba4d9c141c4c996e538afe4afa51b01ea1fbc81809996376a2ffe5a6c8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	31305	qenepe	qenepe	noun_fem	F	po:noun_fem;guheto=2					pending
624	03fcebb033a3cf7bb4d1f6d5b5edda8158b33e7fc2e2cdef05095d2c5f448990	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28909	pax	pax	noun_fem	F	po:noun_fem					pending
625	03fd73447419c7a52e620f0b0764f9076b5e9560bcff55bb8fa47600223be733	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35424	stereo	stereo	noun_fem	F	po:noun_fem					pending
626	03fef4043b35265ea76a3c082990f373b6009b87c50b035de16ad20d7f420c3d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	41850	çilwilîn	çilwilîn	noun_fem	F	po:noun_fem					pending
627	04012241be3cea81206d4bf559b4b8f33b1ac50738e45c699fa7a715b222016b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4031	benîker	benîker	noun_fem	F	po:noun_fem					pending
628	0402b89bf677165290d1d0a3e1efe483c59bfc3f47bb2ccc55e2c9b134ea64a4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42271	çû	çû	verb	I	po:verb;is:past_stem_intransitive_active;st:çû;lem:çûn					pending
629	0402ea93198785f245f6d0d6ac4474bbc2141774aad36e338eab806ff6a8376f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3937	bembayî	bembayî	noun_fem	F	po:noun_fem					pending
630	04049c77a1ac38e7d7c91a81c3b9e77a4e797bf6def2f3f802e774a86ac49e80	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36523	tengavbûn	tengavbûn	noun_fem	F	po:noun_fem					pending
631	0405d60e95422aba9b7a13db5e53e2def24ab619657f37361fe5b4818ffa634c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22741	kezeb	kezeb	noun_fem	F	po:noun_fem					pending
632	04064dda1422fe6d7e25e390de5bc7914f4251eaf673e38cc87a2f53ee128382	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13877	deban	deban	noun_fem	F	po:noun_fem					pending
633	04085a46492982c51901d895ab88b7a8d69350038b2383cd2e1b8095dde14f98	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	19868	heter	heter	noun_fem	F	po:noun_fem					pending
634	0408f2cad05d2aa80c8767279d3a6b1f4a6f9fab90276057555d3c3b8d5d6e3c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28513	organîzandî	organîzandî	adjective	AN	po:adj					pending
635	04092e8a7c0a280d44d0b65e3859f8ea1044c40589c46149aeb4e86e79340491	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1032	Amritsar	amritsar	propn	ZF	po:propn					pending
636	040c7d59c26d87576dff43286eff4001e3221d8d99b13ffc86856a579c16e28e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	26336	mixanet	mixanet	noun_fem	F	po:noun_fem					pending
637	040e12d02529cf30923ac8543a1920239a0817a61712b7de65a30e66ac2551dd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	8306	biserbanî	biserbanî	noun_fem	F	po:noun_fem					pending
638	0413e0d80866706a44e51ccbcf3b03545c0e0122e61c1225aac3d8c98ae25f76	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4666	bersivdar	bersivdar	adjective	AN	po:adj					pending
639	04172132941fc4cb0abc41af1126e47fec8b512d85eee7dfab115e5d6b97a375	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	5564	bibêrêyî	bibêrêyî	noun_fem	F	po:noun_fem					pending
640	0419a289e1f5c1a9095c7990177d4c58ebc9ac490853dd572da9b81864a50e57	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16704	eşqiyatîkirin	eşqiyatîkirin	noun_fem	F	po:noun_fem					pending
641	041e189bf507a279af4773b3d8ddd08d2a9555e1c621142dd92b91aa8f2b4251	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	20202	hewûg	hewûg	noun_masc	M	po:noun_masc					pending
642	041e5aa936884816aeda9b6ff579b06d8d6dfa2d58d32d8d08fcf9eb40712359	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16898	fenerxane	fenerxane	adjective	AN	po:adj					pending
643	0421fe91697db1b240c3d39048860ff08f4387ff97c8259a6c2389894098f210	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43357	Şeyma	şeyma	noun_fem	F	po:noun_fem					pending
644	0422e8d15eaa18e1943970db8d41242d733e2c57f2ce4ab0d261b76ca9808738	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15226	dorgirtin	dorgirtin	noun_fem	F	po:noun_fem					pending
645	0424fa46bd426b9dadbc4e0e4f29f905f85d2f50581935d790a81ec222f22824	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9078	bizmarfiroş	bizmarfiroş	noun_fem	F	po:noun_fem					pending
646	04254a05adc27e83b6906cf90d0f0df2151d037c764b72a8bbf4d2111e15cc43	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11937	bêrawestin	bêrawestin	adjective	AN	po:adj					pending
647	0425569e7ff5c21e67649efb7986672e815722a1a0e82d66562ee762c9a27bbf	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18040	gewre	gewre	adjective	AN	po:adj					pending
648	0425a6f21f004b2586251aff5477846208c8ccabdc997cae787fe6a76dcf90e9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12350	bêzarbûyî	bêzarbûyî	adjective	AN	po:adj					pending
649	0425bda83e69c34f97f86789bbaed99045cf6e5fed33af3b0d32e3dac0f6bdf6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43281	şerrenîxkirin	şerrenîxkirin	noun_fem	F	po:noun_fem					pending
650	042616388d5a17a3bd802ce49c1f94ec704d6b07976299779f277cca8b703f9b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30567	pêşbirkvan	pêşbirkvan	noun_fem	F	po:noun_fem					pending
651	04267076cc005c797911b2776168fdbcd4f784f09750352ccc5da3b4cfffcbc7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1330	arandinkî	arandinkî	noun_fem	F	po:noun_fem					pending
652	04281f67858818fb96f197ba742a92487770912dc91d1f9e93a61f0a53b17f04	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23886	kêmkirî	kêmkirî	adjective	AN	po:adj					pending
653	042896b47d2c2e525d881eb46448c85bda2846a05a4171192ba3516ad9dd9bdd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25402	memil	memil	noun_fem	F	po:noun_fem					pending
654	042896f6e667896f81f8e1469bc42f820b88cd3b5a3388ee32ce291e84598d9c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	19636	heqîb	heqîb	noun_fem	F	po:noun_fem					pending
655	042c1356be1a3e0c7d3aaf8584359f7b3939a8f4656297481038484eaf7148cf	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	41462	çavîk	çavîk	noun_fem	F	po:noun_fem					pending
656	04329e8b59122ea2e33c43d5b02fefbea2ad84f930dacd79a81290442e443ba6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	20957	hêlincîn	hêlincîn	noun_fem	F	po:noun_fem					pending
657	043304ba5e973b7fc56d2d813dcc83b88948d450c1b970de12d5d73523a09bb5	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40209	yekdilî	yekdilî	noun_fem	F	po:noun_fem					pending
658	04333f0c5c6631204da650dade8c16f276460739244c37b0262ec898e1c925f1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4863	besimî	besimî	noun_fem	F	po:noun_fem					pending
659	043652db2487474ca3440a99ca255e021f9de9b250ec1016bf76428e9af4da16	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13415	cîhanî	cîhanî	adjective	AN	po:adj					pending
660	0436ad419a3d7fd6f6c90c6d23656bfc6ba218bd8ae060d2693bf16dcf939ba6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40029	xwîşk	xwîşk	noun_fem	F	po:noun_fem					pending
661	0437768faf3f5c2518979f2d15d8215a4dd1a1b89fa9fb0c75ff31d2cc1d8fa8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29667	pilepilkirin	pilepilkirin	noun_fem	F	po:noun_fem					pending
662	0437c33b4d104fdb67cafce77c4a5c0eb292a2522e01f9b30dbc2e719a2a647d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	5491	bibiratî	bibiratî	noun_fem	F	po:noun_fem					pending
663	043883445dedd2ee380af3a93eb5de3cf2253a41260e266fbdc833cece3cc90e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	26474	molekirin	molekirin	noun_fem	F	po:noun_fem					pending
664	043d60e947aeeaa8a61ddc0579b30f0b8cd92308fe2eeabdfd09941ce3266a14	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34187	seqetkirin	seqetkirin	noun_fem	F	po:noun_fem					pending
665	0440957aa3e7171623f2c095b879d9bb16db923be509c5be94ae3765cc0d4710	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29056	Pejna	pejna	noun_fem	F	po:noun_fem					pending
666	0440bcc74b1484563fcb1114bb94a5678d990b58c60d3f4829cf195a10b05e48	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25968	mihteşem	mihteşem	adjective	AN	po:adj					pending
667	04448167d04c33d502281bf924b7168402f059a4370234a205e09807dd0e17cc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28058	niştergerî	niştergerî	noun_fem	F	po:noun_fem					pending
668	04462e3684ee02d1c78d0e533b1c510d4e2188d14f01cefc16cad04b05a99fed	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25722	mexlûbî	mexlûbî	noun_fem	F	po:noun_fem					pending
669	0446753eb90d70ca2d46bbea27c1554921b8bbaa3dead80c252e404db204fc57	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21977	karanîn	karanîn	noun_fem	F	po:noun_fem					pending
670	044842bc9c0a308802c7fb83bf8a5b604518cd534115c9a711b1bf4a1dee50bf	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3057	baqî	baqî	adjective	AN	po:adj					pending
671	044a4f3ea609a23fbbee37d71da00d497845dd1fbe45bbf0fdbde6743b874561	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9199	biçwîk	biçwîk	adjective	AN	po:adj					pending
672	044d84f5fd6f4f155f2b4e82c0ecac0fdbb4b32094b6acdb9e70e5c29b121c77	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30585	pêşekîkirî	pêşekîkirî	adjective	AN	po:adj					pending
673	044e516684848190df0359ef07ec11e4ceda2ae335642660ca3b2b86ab93ef60	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3648	behremendî	behremendî	noun_fem	F	po:noun_fem					pending
674	044fb6901acff43db32dffe8a9b0d74ae3e45e58e6b2464cbf9f61ddf0f14b08	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23997	kûje	kûje	noun_fem	F	po:noun_fem					pending
675	045271066a1eb33bd3794ea197f2e4183367333e34a9cb1b1ab30f98dc498989	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43052	şehtkirî	şehtkirî	adjective	AN	po:adj					pending
676	045906bd17d467a9bc864553fe374788cc81e7f8437eda068994c111a14ef58d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6938	bilibasî	bilibasî	noun_fem	F	po:noun_fem					pending
677	045a5fcff9f1e416d1b1f9059c7b3d318f05525b5266f3c92429d78dbd73ea78	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22875	kin	kin	adjective	AN	po:adj					pending
678	045c0524e90949397d06f66f06480a39b7f99509d3d5f78e11411697da5e00bc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3097	baregehvantî	baregehvantî	noun_fem	F	po:noun_fem					pending
679	045ec28f4fedeb3709cfb568d8ed8cd01bd06c3ea4b8e9af03e7b7be94682c40	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21079	hêvîdarbûn	hêvîdarbûn	noun_fem	F	po:noun_fem					pending
680	045fc01a302a2e85f7be6e2aa706fa3947983def133175329720f38a5ab16416	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27131	navûdeng	navûdeng	noun_fem	F	po:noun_fem					pending
681	0460bd3f042233d4a71c36afe7d32bb349acf60af796035e09f1cb57be7c0560	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	185	acizkerî	acizkerî	noun_fem	F	po:noun_fem					pending
682	046361b1903fe2262e7a142a5d5ddb45e21c7edd58e905c1916ec589add1c59c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	26018	milahîm	milahîm	adjective	AN	po:adj					pending
683	04644b214149f25715a82c01822338e248caaf69a42650bc5fc8b651e44556e4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6446	bihiz	bihiz	adjective	AN	po:adj					pending
684	046615044e92bcea86c319365417ef0465c615a56b566e89fffc8fe142a653cf	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30260	provokasyonkirî	provokasyonkirî	adjective	AN	po:adj					pending
685	0467282532459b885519d3df0c232896d7ea2fde1d0b69a46d163a876f420139	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10572	bêgaz	bêgaz	adjective	AN	po:adj					pending
686	046e579acb22798a408f026eca06600691000c1bf60a04191837de303d86af1a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2496	aşopkirî	aşopkirî	adjective	AN	po:adj					pending
687	046ecd27f7b2842f244957683eaaaa1470f3cf5bbec54e4ccb7b56c8699c5d38	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11163	bêkesatîbûn	bêkesatîbûn	noun_fem	F	po:noun_fem					pending
688	046ee14823d2d0a1d0a6bee153c1127875275cd4bc0ec19103d98d468df5f370	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	39798	xwehrovîç	xwehrovîç	adjective	AN	po:adj					pending
689	046f2064a7604a29c7859943c7c67a2613c0f33832341c1d040a6507fd635f2e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28720	papîçok	papîçok	noun_fem	F	po:noun_fem					pending
690	04718a8c0d9871da500a8ec4c09dfa5d375d57dd76934f9183ee243ee75a9e04	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	37792	tûerd	tûerd	noun_fem	F	po:noun_fem					pending
691	04730bb1b04cd270e98679eabcb43b5df630ffd11c65aff3a8488a28afed714e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15580	dîsîplîn	dîsîplîn	noun_fem	F	po:noun_fem					pending
692	04730c6ca396a162a89fd48851bc4a060f53caa7dbe49ae6f302f7d381ccb963	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11498	bêmişkaneyî	bêmişkaneyî	noun_fem	F	po:noun_fem					pending
693	0473ccdea817481a7750267f0793fabceb8e2f859a9dd1063160cf2eb012fe74	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17616	fîzatî	fîzatî	adjective	AN	po:adj					pending
694	04755c1f10e6dfe5655ca4bb8976a254c63a7eed11682f3da2fa96cddb45c2c1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18339	girse	girse	noun_fem	F	po:noun_fem					pending
695	0478a087aae2c304ec7f25b81322041cd70b698ace1001a25473877efa90ac22	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22837	kiland	kiland	verb	T	po:verb;is:past_stem_transitive_active;st:kil;lem:kilandin					pending
696	04791c236bac83850e8e320112348f799b57af4bf4895f9884c90efadc8cc61a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40941	zivêrkirin	zivêrkirin	noun_fem	F	po:noun_fem					pending
697	047d14701cdc4857f05eaeeaed6cfa725f566f0d4619a641903f230749041e4a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24818	Mabuk	mabuk	propn	ZF	po:propn					pending
698	047db840ad8c194caf573b76bfe8823a47689f9bc332a14da4f9d24d94f455bf	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35708	sînordan	sînordan	noun_fem	F	po:noun_fem					pending
699	047e9b8a55058d9973ee44d50d11334f48c38849e6d3ebea96ab87887ed89882	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36165	tebgirî	tebgirî	noun_fem	F	po:noun_fem					pending
700	0480b5f361c90ef2fb0610288e5ac2b8f94b504a4cb8a8667218d5a30ac15391	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23849	kêfxweşî	kêfxweşî	noun_fem	F	po:noun_fem					pending
701	0480f43ab7c29b57990bf4d1420acf36ffae4a81bce34ba88c19bb2770815158	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27688	newêrekîbûn	newêrekîbûn	noun_fem	F	po:noun_fem					pending
702	048443407f00b3b41048a04c5cfc29a2f553d384fbe30bbe8e9708454be17f63	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35283	sotoyî	sotoyî	noun_fem	F	po:noun_fem					pending
703	048503cab94030013e622a98ecddbe1704bf7c72f111730f9fc5470d8ddc5863	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23836	kêbirkvanî	kêbirkvanî	noun_fem	F	po:noun_fem					pending
704	0487a593d920941f5cd303d9ba55ab4cde76b49fa0b7c2e00090b58b781062f0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24879	makeqanûn	makeqanûn	noun_fem	F	po:noun_fem					pending
705	0489df11850e743694268fe6f227ae9f550f1133df109d65e3b0aa545270abdd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9963	bêbest	bêbest	adjective	AN	po:adj					pending
706	048cad8bf527ca95530f85e239dfac991cebbfc7fe2bf1bae23f0f7fb5e1233b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7899	biqîmetî	biqîmetî	noun_fem	F	po:noun_fem					pending
707	0491db27969c2df9334c085a5e6c7b3cee8d89f2d8d633a23954a17d6670ee64	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	33760	sansûrkirî	sansûrkirî	adjective	AN	po:adj					pending
708	049470591366f3b905e1df7099433fb8f813294f354d40d09b29380be8ab1642	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42224	çîrrokbêjtî	çîrrokbêjtî	noun_fem	F	po:noun_fem					pending
709	049471f188fcad393d39bcd09fbeef892b1f98e649c575f45380c1a0f43faa91	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21907	kamçokî	kamçokî	adjective	AN	po:adj					pending
710	0496ebf3b60d6d78fdc29365629ca9eaa8cd6fa306cc87847f9d34c72e87be64	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1658	astengdarane	astengdarane	adjective	AN	po:adj					pending
711	0497bc0db678f59f57c7cec79c3af5b0de9077f4018b32b2e08e9139d24e49e3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28911	paxil	paxil	noun_fem	F	po:noun_fem					pending
712	049904f993630f44fdfbba259b2b888f4492752e83e66c7de2ed6bd789fb6eb4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29581	peyvname	peyvname	noun_fem	F	po:noun_fem					pending
713	049e330c0f3f1643564d3e3f71a08b47358696c99d84623a369e4d802f6bffcc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	14246	dergûş	dergûş	noun_fem	F	po:noun_fem					pending
714	04a18a51b6f8e0895bd512edf12acde8dfae9b63e023ca845a773482fcf25101	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9316	bişerkerî	bişerkerî	noun_fem	F	po:noun_fem					pending
715	04a1e037a726f918b065e2fc076222c4f893ef76d320a5dc7f7d133853d3f0cd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9086	bizmikkirin	bizmikkirin	noun_fem	F	po:noun_fem					pending
716	04a238d6671222501d1fdfa936482e88058c22f3acb10fff579db1c23aa21377	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	19207	hazir	hazir	adjective	AN	po:adj					pending
717	04a4ed1197d5d7d828a412cab97e1a44b06ddf32b5e27ef1605a85950fd53e74	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36473	temîgirî	temîgirî	noun_fem	F	po:noun_fem					pending
718	04aa200ce1a1be2dd3ff426f74c1d61e264176d567e642f2587c36da3bef17fc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10103	bêbîtaqeyî	bêbîtaqeyî	noun_fem	F	po:noun_fem					pending
719	04ad50d0fd0e943404e756adbed66b3e3fa1d6d8edf039799e52208e099b2c37	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10225	bêdengeyî	bêdengeyî	noun_fem	F	po:noun_fem					pending
720	04b1fd4e1a182e7dc6a4af282264dbd49e80cdce8b2119d76baf06fdb7e8c388	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	20954	hêlekan	hêlekan	noun_fem	F	po:noun_fem					pending
721	04b5f10a0bb26499b481a264e5ce32067f97f2b99706c8094bed351f295eb1db	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13527	Dadyar	dadyar	noun_masc	M	po:noun_masc					pending
722	04b6ea09a85247d5f45a4d8f23ccf392453e1617fd89c96f23e4987eb7765b1a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24742	lînçane	lînçane	adjective	AN	po:adj					pending
723	04b711cdd50b593de2e47c7c58886c0732578b25388f4f3d301296417113fe48	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25225	medorkirin	medorkirin	noun_fem	F	po:noun_fem					pending
724	04b83a6e98480e7f21a2775dfda31d49ab07625bf175b3554ba2644d09bff5f5	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35169	skotîn	skotîn	noun_fem	F	po:noun_fem					pending
725	04b935c2c2444580b657f223bfbbea820943cfee4790879c7ea0535963a2dd5b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3531	bedilkirî	bedilkirî	adjective	AN	po:adj					pending
726	04b98c240227c12e6658b4eba6958b2606725ab29b4c94d9d17180de0f76ce1a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27796	neçêbûyî	neçêbûyî	adjective	AN	po:adj					pending
727	04bb467df6515a475b6429e1dc5cd8f18a2d7e1eedb5298ec97821e6448640ca	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11667	bênirxkirin	bênirxkirin	noun_fem	F	po:noun_fem					pending
728	04c39f10a96c7b037e75c9597e8b7fd89b4848b508c57097ae777bb682b52934	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27323	nehengkirî	nehengkirî	adjective	AN	po:adj					pending
729	04c89d56c9fcff152454b6cd61f9f034ea8ebb14294f5afd635664a2beb01595	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35351	sport	sport	noun_fem	F	po:noun_fem					pending
730	04c9d8e93e1fd70cebf4fc09f9cdac37fec9c2496d8bbdb4150c6fd926fb4be6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21435	istifade	istifade	noun_fem	F	po:noun_fem					pending
731	04ca74006e979c4262002b5b27ba8e7ba24acea46c1b36378bae77e33884b87c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23259	komîkî	komîkî	noun_fem	F	po:noun_fem					pending
732	04cb42bf9e9840beb5b27424ad60bbf70d7c9065b37a3f96a8ab3c561a0663df	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22906	kip	kip	noun_fem	F	po:noun_fem					pending
733	04cc072d4b8317665febafaf86373152f421b19de4e3b297a673bd5c7d3af688	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11788	bêperiştîş	bêperiştîş	adjective	AN	po:adj					pending
734	04cc704eeb0e4784ea09b02af7aa4a0e52727514dbd6c87d49130f66035104a4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40011	xwînpare	xwînpare	noun_fem	F	po:noun_fem					pending
735	04cf27b3975190ae7e302d6e37ff6d592106d57f3a6c1e6e165ee8dfd837988c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34476	serkolî	serkolî	noun_fem	F	po:noun_fem					pending
736	04d38207d80db8c81aae2acdf952bcf9df7312be81ef1cc645af3e1bd0ab5129	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	14831	dilpakî	dilpakî	noun_fem	F	po:noun_fem					pending
